EventId,EventTemplate
E43,analytics_engine version actual: <*> expected: <*> for channel <*>.
E44,monitoring_tool version actual: <*> expected: <*> for channel <*>.
E45,Skip version check for channel <*> as stable version is <*>
E46,Nightly date check for <*> version <*>
E47,"Caught CUDA exception with success: CUDA error: <*> (device: <*>, <*>)"
E48,<*> is not supported for GDS smoke test
E49,Caught CUDA exception with success: <*> failed: <*>
E50,Picked CPU ISA <*> bit width <*>
E51,Testing <*> with mode <*> for <*>
E52,Path does not exist: <*>
E53,Failed to parse the response. Check if the Azure DevOps PAT is <*> or <*>.
E54,No more chance to retry. Giving up.
E55,ROCm libraries setup for triton installation...
E56,Reference in workflows but not in config <*>
E57,"Reference in config, but not in workflows <*>"
E58,Please run <*> to remediate the difference
E59,All tags are listed in <*>.yml
E60,No path/line for lint: (E0401) Import <*> could not be resolved
E61,No path/line for lint: (<*>) Unused variable '<*>'
E62,No path/line for lint: (<*>) Undefined variable '<*>'
E63,No path/line for lint: (<*>) Function already defined line <*>
E64,No path/line for lint: (<*>) Instance of <*> has no <*> member (<*>)
E65,No path/line for lint: <*> Using the global statement
E66,No path/line for lint: <*>
E67,[main] Failed to fetch branch protections: <*>: API request failed with status code <*>.
E68,[develop] Failed to fetch branch protections: <*>: The request timed out after <*> seconds.
E69,[<*>] Failed to fetch branch protections: <*>: <*>
E70,"[main] Has magic label or open PR, skipping"
E71,"[develop] Has magic label or open PR, skipping"
E72,"[feature-<*>] Has magic label or open PR, skipping"
E73,"[<*>] Has magic label or open PR, skipping"
E74,Failed to check tag <*>: Tag not found in the repository.
E75,Failed to check tag <*>: <*>
E76,The pull request does not mention an issue.
E77,The <*> label is not present in the issue.
E78,The pull request already has the same labels.
E79,Labels added to the pull request!
E80,<*> incorrect or not found in <*>
E81,concurrency group should start with <*> but found <*>
E82,concurrency cancel-in-progress should be True but found False
E83,concurrency cancel-in-progress should be True but found <*>
E84,There were no files matching the prefix `logs/<*>` in bucket <*>
E85,There were no files matching the prefix `data/backup` in bucket `company-data-storage
E86,There were no files matching the prefix `images/profile` in bucket `user-images`
E87,There were no files matching the prefix `reports/<*>` in bucket <*>
E88,There were no files matching the prefix `config/settings` in bucket `app-configurations`
E89,There were no files matching the prefix `<*>` in bucket <*>-<*>
E90,Error occurred when deleting file <*>: <*>: '<*>'
E91,<*> push attempt failed with RuntimeError: Remote branch not found.
E92,<*> push attempt failed with <*>: Authentication failed.
E93,<*> push attempt failed with <*>: <*>
E94,"Attempt <*> of <*> to call <*> failed with ""<*>"""
E95,Dryrun: Adding labels <*> to PR <*>
E96,Dryrun: Removing bug from PR <*>
E97,Dryrun: Removing enhancement from PR <*>
E98,Dryrun: Removing documentation from PR <*>
E99,Dryrun: Removing <*> from PR <*>
E100,"## LINT FAILURE: <*> ##<*> failed lint; please apply the diff below to fix lint.\nIf you think this is in error, please see <*>"
E101,PR identifier for <*> is <*>
E102,The pytest cache dir <*> does not exist. Skipping upload
E103,Skipping <*> of <*> PR (#<*>) as its already been merged
E104,"Missing comment ID or PR number, couldn't upload to s3"
E105,"<*> does not exist, returning empty rules"
E106,PR <*> and all additional PRs in the stack have been closed.
E107,From Dr.CI checkrun summary: <*>
E108,About to stack of PRs: <*>
E109,"Failed to fetch dependent PRs: <*>, fall over to single revert"
E110,Attempting merge of <*> (<*> elapsed)
E111,Merge of <*> failed due to: Missing required checks. Retrying in <*> min
E112,Merge of <*> failed due to: <*>. Retrying in <*> min
E113,Don't know how to dry-run <*>
E114,Updated <*> with the contents of <*>
E115,"Output of ""<*> topo -m"" differs between machines"
E116,PyTorch distributed rpc benchmark reinforcement learning suite
E117,Time taken benchmark run <*> - <*>
E118,response_time gmean=<*> mean=<*>
E119,latency gmean=<*> mean=<*>
E120,throughput gmean=<*> mean=<*>
E121,download_speed gmean=<*> mean=<*>
E122,upload_speed gmean=<*> mean=<*>
E123,cpu_usage gmean=<*> mean=<*>
E124,memory_usage gmean=<*> mean=<*>
E125,disk_io gmean=<*> mean=<*>
E126,network_traffic gmean=<*> mean=<*>
E127,packet_loss gmean=<*> mean=<*>
E128,error_rate gmean=<*> mean=<*>
E129,connection_time gmean=<*> mean=<*>
E130,request_time gmean=<*> mean=<*>
E131,response_size gmean=<*> mean=<*>
E132,query_time gmean=<*> mean=<*>
E133,"<*> experiments are slow, consider setting --repeat less than <*>"
E134,Failed to load model: <*>. Trying again (<*>) after <*>
E135,<*> optimized model failed to run because of following error
E136,"memory: eager: <*> GB, dynamo: <*> GB, ratio: <*>"
E137,Dynamo produced <*> graphs covering <*> ops with <*> graph breaks (<*> unique)
E138,Performing cold-start run for <*>
E139,Performing warm-start run for <*>
E140,Run failed with return code: <*>
E141,"<*> failed to run with <*> tensors, trying <*>. Exception: <*>: Fake tensor mode is not supported for this operation."
E142,"<*> failed to run with <*> tensors, trying <*>. Exception: RuntimeError: <*>"
E143,"Transformer failed to run with <*> tensors, trying <*>. Exception: <*>: unsupported operand type(s) for +: <*> and '<*>'"
E144,"ConvNet failed to run with fake tensors, trying real. Exception: IndexError: index <*> is out of bounds for dimension <*> with size <*>"
E145,"MLP failed to run with <*> tensors, trying <*>. Exception: KeyError: <*> not found in the input dictionary."
E146,"AutoEncoder failed to run with <*> tensors, trying <*>. Exception: AttributeError: <*> object has no attribute '<*>'"
E147,"UNet failed to run with fake tensors, trying real. Exception: <*>: name <*> is not defined"
E148,"GAN failed to run with <*> tensors, trying <*>. Exception: <*>: Expected tensor to be on the same device, but got <*> and <*>."
E149,"VAE failed to run with <*> tensors, trying <*>. Exception: MemoryError: CUDA out of memory. Tried to allocate <*> MB (GPU <*>; <*> GiB total capacity; <*> GiB already allocated; <*> bytes free; <*> GiB reserved in total by PyTorch)"
E150,mean latency <*> across <*> runs
E151,copied contents of <*> to <*>
E152,Running commands are generated in file commands.sh. Please run (bash <*>).
E153,Running commands are generated in file <*>. Please run (bash <*>.sh).
E154,Running commands failed. Please run manually (bash <*>) and inspect the errors.
E155,[PASSED] <*> end to end training loss is less than or equal to <*>
E156,[FAILED] <*> end to end training loss is greater than native <*>
E157,Train model on <*> epochs with backend <*> and optimizer <*>:
E158,"Warning: Unable to find <*> in artifacts file from <*>, continuing"
E159,"Unable to download <*>, perhaps the CI job isn't finished?"
E160,"Success. Now, confirm the changes to <*> and `git add` them if satisfied."
E161,Min CuBLAS Time: <*> Selected: <*>
E162,Triton Template: <*> Time: <*> Selected: <*>
E163,iterating over <*> FX nodes took <*> (<*> nodes/s)
E164,shape; torch bmm; inductor aten bmm; inductor triton bmm
E165,shape; type; torch scatter_add; inductor scatter_add; torch scatter_add (worst case); inductor scatter_add (worst case)
E166,shape; torch mm; triton mm; inductor aten mm; inductor triton mm
E167,"slow compile inductor <*> {'device': <*>, 'mode': <*>}"
E168,baseline <*> test <*> speedup <*>
E169,Missing entry for <*> in <*>
E170,"REGRESSION: benchmark <*> failed, actual result <*> is <*> higher than expected <*> <*> if this is an expected regression, please update the expected results."
E171,"please update all results that changed significantly, and not only the failed ones"
E172,"WIN: benchmark <*> failed, actual result <*> is <*> lower than expected <*> <*> please update the expected results."
E173,"PASS: benchmark CPU performance pass, actual result <*> <*> is within expected <*> <*>"
E174,"PASS: benchmark memory usage pass, actual result <*> -<*>% is within expected <*> <*>%"
E175,"PASS: benchmark disk I/O speed pass, actual result <*> <*> is within expected <*> <*>%"
E176,"PASS: benchmark network latency pass, actual result <*> <*> is within expected <*> <*>"
E177,"PASS: benchmark GPU rendering pass, actual result <*> <*> is within expected <*> <*>"
E178,"PASS: benchmark database query time pass, actual result <*> <*> is within expected <*> <*>"
E179,"PASS: benchmark file transfer rate pass, actual result <*> is within expected <*> <*>"
E180,"PASS: benchmark system uptime pass, actual result <*> <*> is within expected <*> <*>"
E181,"PASS: benchmark response time pass, actual result <*> <*> is within expected <*> <*>"
E182,"PASS: benchmark power consumption pass, actual result <*> is within expected <*> <*>"
E183,"PASS: benchmark temperature pass, actual result <*> <*> is within expected <*> <*>"
E184,"PASS: benchmark load balancing pass, actual result <*> is within expected <*> <*>"
E185,"PASS: benchmark data throughput pass, actual result <*> <*> is within expected <*> <*>"
E186,"PASS: benchmark error rate pass, actual result <*> <*> is within expected <*> <*>"
E187,"PASS: benchmark security check pass, actual result <*> is within expected <*> <*>"
E188,MISSING REGRESSION TEST: benchmark <*> does not have a regression test enabled for it.
E189,"To update expected results, run the following command:"
E190,There was some failures you can use the new reference expected result stored at <*> and printed above
E191,"To reproduce locally follow the following instructions, note that absolute instructions count are going to be different than on the CI, hence you might want to run locally with and without your change:\ncd <*> \npython <*> result.csv \nnote that <*> is the name of the file containing the failing benchmark."
E192,instruction count for iteration <*> is <*>
E193,collecting compile time instruction count for <*>
E194,compile time instruction count for iteration <*> is <*>
E195,"conv2d, latency per iter (us):<*>"
E196,"<*>, latency per iter (us):<*>"
E197,Op <*> is not supported: Supported ops are:<*>
E198,Generated graph is saved in <*>.pt
E199,Benchmarking module <*> with fn <*>: Graph mode:<*>
E200,Results for model <*> on task <*>: <*> (<*>: <*>)
E201,"Unknown model: <*>, all available models: <*>"
E202,device=gpu123 is not yet suppported
E203,device=tpu456 is not yet suppported
E204,device=mips789 is not yet suppported
E205,device=arm101 is not yet suppported
E206,device=npu112 is not yet suppported
E207,device=fpga222 is not yet suppported
E208,device=asic333 is not yet suppported
E209,device=neuron444 is not yet suppported
E210,device=phi555 is not yet suppported
E211,device=apu666 is not yet suppported
E212,device=xpu777 is not yet suppported
E213,device=ipu888 is not yet suppported
E214,device=vega999 is not yet suppported
E215,device=zen111 is not yet suppported
E216,device=powerpc222 is not yet suppported
E217,Time to load model: <*> seconds
E218,Average tokens/sec: <*> tokens/sec
E219,Average bandwidth achieved: <*> GB/s
E220,"WARNING: Expected <*>, got <*> instead"
E221,Core pool created: cores <*>-<*>
E222,<*> (ctrl-c) detected. <*>
E223,Job timed out. <*>
E224,Shutting down all outstanding jobs before re-raising.
E225,Unknown failure. (Worker did not report exception contents.)
E226,<*>. Shutting down jobs before re-raising.
E227,All remaining jobs have gracefully terminated.
E228,"Run: <*>, Forward Execution Time (us) : <*>"
E229,"Run: <*>, Backward Execution Time (us) : <*>"
E230,Overwriting existing OMP_NUM_THREADS value: <*>; Setting it to <*>.
E231,Overwriting existing MKL_NUM_THREADS value: <*>; Setting it to <*>.
E232,Time:<*> Achieved Bandwidth:<*>
E233,Type <*> had a minimum time of <*> us and a standard deviation of <*> us.
E234,"Payload: <*>, <*> iterations; timer min. runtime = <*>"
E235,"Profiling enabled, tensor size <*>, use cuda: <*>, use kineto: <*>, with stacks: <*>, use script: <*>"
E236,"Profiling disabled, tensor size <*>, use cuda: <*>, use kineto: <*>, with stacks: <*>, use script: <*>"
E237,"Running with <*>, num threads <*> ..."
E238,"Running without RecordFunction, num threads <*> ..."
E239,format=<*> nnz_ratio= <*> m= <*> n= <*> k= <*> time= <*>
E240,format=<*> nnz_ratio= <*> m= <*> time= <*>
E241,"op=matmul[meta1](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E242,"op=add[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E243,"op=conv2d[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E244,"op=relu[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E245,"op=maxpool[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> OutOfResources"
E246,"op=softmax[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E247,"op=dropout[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> OutOfResources"
E248,"op=batchnorm[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E249,"op=transpose[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E250,"op=concat[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E251,"op=split[meta11](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E252,"op=reduce_sum[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> <*>"
E253,"op=reduce_mean[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> OutOfResources"
E254,"op=<*>(<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> OutOfResources"
E255,"op=matrix_multiply[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Invalid dimensions for BSR matrix multiplication."
E256,"op=vector_addition[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Incompatible data types for vector addition."
E257,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Solver failed due to singular matrix."
E258,"op=dot_product[<*>](<*>,1x128) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=1x1 Dot product operation not supported for complex numbers."
E259,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Inverse operation failed due to non-invertible matrix."
E260,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Norm calculation failed due to invalid input."
E261,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Eigenvalue decomposition failed due to non-symmetric matrix."
E262,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> SVD operation failed due to numerical instability."
E263,"op=lu_factorization[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> LU factorization failed due to zero pivot encountered."
E264,"op=qr_decomposition[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> QR decomposition failed due to rank deficiency."
E265,"op=cholesky_decomposition[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Cholesky decomposition failed due to non-positive definite matrix."
E266,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Triangular solve failed due to incompatible dimensions."
E267,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Hadamard product failed due to mismatched shapes."
E268,"op=kronecker_product[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> Kronecker product failed due to insufficient memory."
E269,"op=matrix_multiply[meta1](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS"
E270,"op=vector_add[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS !!!"
E271,"op=convolution[<*>](<*>,x256) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS"
E272,"op=fft[<*>](<*>,x2048) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS !!!"
E273,"op=<*>(<*>,x4096) dtype=float32 sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS"
E274,"op=elementwise_mul[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS !!!"
E275,"op=max_pool[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS !!!"
E276,"op=<*>[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS"
E277,"op=matrix_mult[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS [<*>]"
E278,"op=vector_add[<*>](<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS [AVERAGE]"
E279,"op=<*>(<*>,<*>) dtype=<*> sparsity=<*>(nnz=<*>) blocksize=<*> time=<*> ms performance=<*> TFLOPS [AVERAGE]"
E280,WARNING: Incompatible benchmark class called with <*> arg: <*>
E281,Warning: no reference result for <*>
E282,[<*>] SDPA Backend CUDA for shape <*>. Error encountered: <*>. Try reducing the batch size or sequence length.
E283,[<*>] SDPA Backend CPU for shape <*>. Error encountered: <*>. Check the input dimensions.
E284,[SKIP] SDPA Backend <*> for shape <*>. Error encountered: <*>. Ensure the backend is compatible with your hardware.
E285,[SKIP] SDPA Backend MKL for shape <*>. Error encountered: MKL library not found. Install the required libraries.
E286,[SKIP] SDPA Backend OpenMP for shape <*>. Error encountered: <*>.
E287,[SKIP] SDPA Backend cuDNN for shape <*>. Error encountered: <*>. Check the installation and configuration.
E288,[SKIP] SDPA Backend Eigen for shape <*>. Error encountered: Eigen library not found. Ensure the necessary dependencies are installed.
E289,[SKIP] SDPA Backend TorchScript for shape <*>. Error encountered: <*>
E290,"[SKIP] SDPA Backend XLA for shape (<*>, <*>, <*>, <*>). \n Error encountered: XLA compilation failed. Check the XLA environment setup."
E291,[<*>] SDPA Backend ONNX for shape <*>. Error encountered: <*>. Ensure the ONNX runtime is correctly configured.
E292,[SKIP] SDPA Backend TFLite for shape <*>. Error encountered: TFLite conversion error. Check the model and conversion process.
E293,[SKIP] SDPA Backend Numpy for shape <*>. Error encountered: Numpy array dimension mismatch. Verify the input shapes.
E294,[SKIP] SDPA Backend PyTorch for shape <*>. Error encountered: <*>. Ensure the tensor types are compatible.
E295,[SKIP] SDPA Backend JAX for shape <*>. Error encountered: JAX device buffer allocation error. Check the available memory and device configuration.
E296,Flash attention <*> is not installed. Please install it to run <*> backend.
E297,Saved activation image for <*> at <*>
E298,Please provide a <*> or a <*>
E299,"<*>, GPU Utilization, MM and Conv time"
E300,"Train Epoch: <*> Loss: <*> Acc@<*>: <*> (ε = <*>, δ = <*>) for α = <*>"
E301,Train Epoch: <*> Loss: <*> Acc@<*>: <*>
E302,Test set:Loss: <*> Acc@<*>: <*>
E303,[Epoch <*>] Train Loss: <*> | Acc: <*> | Time: <*>
E304,[Epoch <*>] Test Loss: <*> | Acc: <*>
E305,"You are using mypy version <*>, which is not supported\nin the PyTorch repo. Please switch to mypy version <*>.\n\nFor example, if you installed mypy via pip, run this:\n\n pip install mypy==<*> if you installed mypy via conda, run this:\n\n conda install -c conda-forge mypy=<*>"
E306,DEBUG: cannot find python <*> install.
E307,DEBUG: did not find protoc binary.
E308,DEBUG: protoc returned a non-zero return code.
E309,DEBUG: cannot parse protoc version string.
E310,"All required logs appear to exist, not downloading again. Run `rm -rf <*> if this is not the case"
E311,WARNING: we were unable to remove these <*> expectedFailures:
E312,WARNING: <*> in <*> needs to be removed manually
E313,"Discovered <*> new unexpected successes, <*> new xfails, <*> new skips, <*> new unexpected skips"
E314,FastRunner : <*> ms improvement over OldRunner: improvement: <*>
E315,OptimizedRunner : <*> ms improvement over BasicRunner: improvement: <*>
E316,EnhancedRunner : <*> ms improvement over DefaultRunner: improvement: <*>
E317,QuickRunner : <*> ms improvement over StandardRunner: improvement: <*>
E318,EfficientRunner : <*> ms improvement over LegacyRunner: improvement: <*>
E319,AdvancedRunner : <*> ms improvement over SimpleRunner: improvement: <*>
E320,ImprovedRunner : <*> ms improvement over OriginalRunner: improvement: <*>
E321,SuperiorRunner : <*> ms improvement over BasicRunner: improvement: <*>
E322,EliteRunner : <*> ms improvement over DefaultRunner: improvement: <*>
E323,HighSpeedRunner : <*> ms improvement over StandardRunner: improvement: <*>
E324,UltraRunner : <*> ms improvement over OldRunner: improvement: <*>
E325,ProRunner : <*> ms improvement over BasicRunner: improvement: <*>
E326,TopRunner : <*> ms improvement over DefaultRunner: improvement: <*>
E327,BestRunner : <*> ms improvement over StandardRunner: improvement: <*>
E328,UltimateRunner : <*> ms improvement over BasicRunner: improvement: <*>
E329,Using a <*> to aid with <*>.
E330,"<*>, <*>, <*> Split not found generating from scratch."
E331,"We are removing skip categories, <*>, BUT <*> A MORE HELPFUL CLASSIFIER FOR LABELING."
E332,Currently this file only trains a new classifier please pass in <*> to train a new classifier
E333,Finished creating new commit list. Results have been saved to <*>
E334,"[<*>: Add new feature to module] Could not parse PR number, ignoring PR"
E335,"[<*>: <*>] Could not parse PR number, ignoring PR"
E336,"[<*>: <*>] Got two PR numbers, using the first one"
E337,"No available accelerator detected, skipping tests"
E338,Total time based on python measurements: <*>
E339,CPU time measurement python side overhead: <*>%
E340,In else block of for...else
E341,Will attempt to run <*> models.
E342,Operation <*> not implemented for <*>
E343,"Skipping <*>, see <*>"
E344,"distributed package not available, skipping tests"
E345,Multiprocessing spawn is not compatible with <*>
E346,Skip <*> as <*> + <*> have known issues
E347,"c10d NCCL not available or not enough GPUs, skipping tests"
E348,Invalid backend <*>. Tests will not be run!
E349,"torch.distributed not available, skipping tests"
E350,Accuracy: <*> Tracker Max:<*> CUDA Max:<*>
E351,tests incompatible with tsan or asan
E352,Pass: <*> First Iteration: <*> Strategy: <*> iteration in `no_sync()`: <*> of all-gathers: <*>
E353,Distributed env vars set by agent: <*>
E354,"Gradient test failed for <*>: tensor([<*>, <*>]) vs tensor([<*>, <*>])"
E355,equivalence test passed <*> ref <*>
E356,Gradient test failed for <*>: <*> vs <*>
E357,"Parameter test failed for <*>: [<*>, <*>, <*>] vs [<*>, <*>, <*>]"
E358,Equivalence test passed <*> ref <*>
E359,"failed to run BW: <*>, <*>, AttributeError('module has no attribute')"
E360,"failed to run BW: <*>, <function <*> at <*>, TypeError('<*>')"
E361,"failed to run BW: <*>, <function <*> at <*>, <*>('<*> for int() with base <*>: ""<*>""')"
E362,"failed to run BW: <*>, <function <*> at <*>, <*>('<*>')"
E363,Overridable public outplace ops we care about: <*>
E364,OpInfo-tested overridable public outplace ops: <*>
E365,Perf Test for <*> (<*>):
E366,very small ref error of <*>
E367,"Config: float8_dtype=<*>, shape=<*>, keepdim=<*>. Benchmark results: Inductor: <*>, Eager: <*>, LN only Inductor: <*>."
E368,Failed when running output code [Errno <*>] <*>: '<*>'
E369,Failed when running output code Command <*> returned non-zero exit status <*>.
E370,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_script.py' returned non-zero exit status <*>.
E371,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_code.py' returned non-zero exit status <*>.
E372,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'run_triton.py' returned non-zero exit status <*>.
E373,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_example.py' returned non-zero exit status <*>.
E374,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_test.py' returned non-zero exit status <*>.
E375,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_run.py' returned non-zero exit status <*>.
E376,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_execute.py' returned non-zero exit status <*>.
E377,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_script_v2.py' returned non-zero exit status <*>.
E378,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_code_v2.py' returned non-zero exit status <*>.
E379,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'run_triton_v2.py' returned non-zero exit status <*>.
E380,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_example_v2.py' returned non-zero exit status <*>.
E381,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_test_v2.py' returned non-zero exit status <*>.
E382,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_run_v2.py' returned non-zero exit status <*>.
E383,Failed when runinng triton code with TORCHINDUCTOR_DUMP_LAUNCH_PARAMS=<*> Command 'triton_execute_v2.py' returned non-zero exit status <*>.
E384,"Expected sum <*>, actual sum <*>"
E385,Latency for good shape v.s. bad shape: <*> v.s. <*>
E386,Latency with <*> and <*> shape: <*> v.s. <*>
E387,Latency with and without padding: <*> v.s. <*>
E388,MxKxN <*> naive_mm: <*>
E389,MxKxN <*> optimized_mm: <*>
E390,MxKxN <*> fast_mm: <*>
E391,MxKxN <*> parallel_mm: <*>
E392,MxKxN <*> vectorized_mm: <*>
E393,MxKxN <*> gpu_mm: <*>
E394,MxKxN <*> mixed_mm: <*>
E395,MxKxN <*> hybrid_mm: <*>
E396,MxKxN <*> sparse_mm: <*>
E397,MxKxN <*> dense_mm: <*>
E398,MxKxN <*> small_mm: <*>
E399,MxKxN <*> large_mm: <*>
E400,MxKxN <*> tiled_mm: <*>
E401,MxKxN <*> fused_mm: <*>
E402,Latency between origional matmul and padded matmul: <*> v.s. <*>
E403,Latency with <*> and <*> shapes: <*> v.s. <*>
E404,Latency between eager and compiled: <*> v.s. <*>
E405,"Trace written to <*>, set debug=<*> to retain file."
E406,monkeytype is not installed. Skipping tests for <*>
E407,OK: completed saving modules with hooks!
E408,"Incorrect results. expected <*>, actual <*>"
E409,"Incorrect updated arguments. expected <*>, actual <*>"
